,DATE,LAI
282,5/23/2002 5:00,0
283,5/23/2002 19:00,0
284,5/24/2002 5:00,0
285,5/24/2002 19:30,0
286,5/25/2002 5:00,0
287,5/25/2002 19:30,0
288,5/26/2002 5:00,0
289,5/26/2002 19:30,0
290,5/27/2002 5:00,0
291,5/27/2002 19:30,0
292,5/28/2002 5:00,0
293,5/28/2002 19:30,0
294,5/29/2002 5:00,0
295,5/29/2002 19:30,0
296,5/30/2002 4:30,0
297,5/30/2002 19:30,0
298,5/31/2002 4:30,0
299,5/31/2002 19:30,0
300,6/1/2002 4:30,0
301,6/1/2002 19:30,0
302,6/2/2002 4:30,0
303,6/2/2002 19:30,0
304,6/3/2002 4:30,0
305,6/3/2002 19:30,0
306,6/4/2002 4:30,0
307,6/4/2002 19:30,0
308,6/5/2002 4:30,0
309,6/5/2002 19:30,0
310,6/6/2002 4:30,0
311,6/6/2002 19:30,0
312,6/7/2002 4:30,0
313,6/7/2002 19:30,0
314,6/8/2002 4:30,0
315,6/8/2002 19:30,0
316,6/9/2002 4:30,0
317,6/9/2002 19:30,0
318,6/10/2002 4:30,0
319,6/10/2002 19:30,0
320,6/11/2002 4:30,0
321,6/11/2002 19:30,0
322,6/12/2002 4:30,0
323,6/12/2002 19:30,0
324,6/13/2002 4:30,0
325,6/13/2002 19:30,0
326,6/14/2002 4:30,0
327,6/14/2002 19:30,0
328,6/15/2002 4:30,0
329,6/15/2002 19:30,0
330,6/16/2002 4:30,0
331,6/16/2002 19:30,0
332,6/17/2002 4:30,0
333,6/17/2002 19:30,0
334,6/18/2002 4:30,0
335,6/18/2002 19:30,0
336,6/19/2002 4:30,0
337,6/19/2002 19:30,0
338,6/20/2002 4:30,0
339,6/20/2002 19:30,0
340,6/21/2002 4:30,0
341,6/21/2002 19:30,0
342,6/22/2002 4:30,0.638129755
343,6/22/2002 19:30,0.637927174
344,6/23/2002 4:30,0.637572657
345,6/23/2002 19:30,0.637319431
346,6/24/2002 4:30,0.636964915
347,6/24/2002 19:30,0.63711685
348,6/25/2002 4:30,0.637370076
349,6/25/2002 19:30,0.637876529
350,6/26/2002 4:30,0.638636207
351,6/26/2002 19:30,0.639547821
352,6/27/2002 4:30,0.641016532
353,6/27/2002 19:30,0.642383953
354,6/28/2002 4:30,0.644662988
355,6/28/2002 19:30,0.645979764
356,6/29/2002 4:30,0.648106863
357,6/29/2002 19:30,0.649423638
358,6/30/2002 4:30,0.651550738
359,6/30/2002 19:30,0.652664932
360,7/1/2002 4:30,0.65448816
361,7/1/2002 19:30,0.655349129
362,7/2/2002 4:30,0.65671655
363,7/2/2002 19:30,0.657172357
364,7/3/2002 4:30,0.657830745
365,7/3/2002 19:30,0.65798268
366,7/4/2002 4:30,0.658185261
367,7/4/2002 19:30,0.658083971
368,7/5/2002 4:30,0.65798268
369,7/5/2002 19:30,0.658033326
370,7/6/2002 4:30,0.658235906
371,7/6/2002 19:30,0.658489133
372,7/7/2002 4:30,0.658995585
373,7/7/2002 19:30,0.659653973
374,7/8/2002 4:30,0.660818813
375,7/8/2002 19:30,0.661679781
376,7/9/2002 4:30,0.663199138
377,7/9/2002 19:30,0.664161397
378,7/10/2002 4:30,0.665832689
379,7/10/2002 19:30,0.666693658
380,7/11/2002 4:30,0.668111724
381,7/11/2002 19:30,0.669225919
382,7/12/2002 4:30,0.671099792
383,7/12/2002 19:30,0.672416568
384,7/13/2002 4:30,0.674644957
385,7/13/2002 19:30,0.675860443
386,7/14/2002 4:30,0.677835606
387,7/14/2002 19:30,0.678797865
388,7/15/2002 4:30,0.680469157
389,7/15/2002 19:30,0.681330126
390,7/16/2002 4:30,0.682849483
391,7/16/2002 19:30,0.683254644
392,7/17/2002 4:30,0.683913032
393,7/17/2002 19:30,0.683659806
394,7/18/2002 5:00,0.68330529
395,7/18/2002 19:30,0.683052064
396,7/19/2002 5:00,0.682697547
397,7/19/2002 19:30,0.682444321
398,7/20/2002 5:00,0.682039159
399,7/20/2002 19:30,0.681785933
400,7/21/2002 5:00,0.681431417
401,7/21/2002 19:30,0.68117819
402,7/22/2002 5:00,0.680823674
403,7/22/2002 19:30,0.680570448
404,7/23/2002 5:00,0.680215931
405,7/23/2002 19:30,0.680367867
406,7/24/2002 5:00,0.680671738
407,7/24/2002 19:00,0.681127545
408,7/25/2002 5:00,0.681836578
409,7/25/2002 19:00,0.682393676
410,7/26/2002 5:00,0.683254644
411,7/26/2002 19:00,0.683913032
412,7/27/2002 5:00,0.684824646
413,7/27/2002 19:00,0.685584325
414,7/28/2002 5:00,0.686647874
415,7/28/2002 19:00,0.687154326
416,7/29/2002 5:00,0.687863359
417,7/29/2002 19:00,0.688319166
418,7/30/2002 5:00,0.688926909
419,7/30/2002 19:00,0.68923078
420,7/31/2002 5:00,0.689737232
421,7/31/2002 19:00,0.689838523
422,8/1/2002 5:00,0.689939813
423,8/1/2002 19:00,0.689686587
424,8/2/2002 5:00,0.689332071
425,8/2/2002 19:00,0.689028199
426,8/3/2002 5:00,0.688673683
427,8/3/2002 19:00,0.688420457
428,8/4/2002 5:00,0.68806594
429,8/4/2002 19:00,0.68796465
430,8/5/2002 5:00,0.687863359
431,8/5/2002 19:00,0.688116585
432,8/6/2002 5:00,0.688471102
433,8/6/2002 19:00,0.689180135
434,8/7/2002 5:00,0.69029433
435,8/7/2002 19:00,0.691155299
436,8/8/2002 5:00,0.692370784
437,8/8/2002 19:00,0.693586269
438,8/9/2002 5:00,0.695358852
439,8/9/2002 19:00,0.696726273
440,8/10/2002 5:00,0.698701436
441,8/10/2002 19:00,0.700068857
442,8/11/2002 5:00,0.701993375
443,8/11/2002 19:00,0.703158215
444,8/12/2002 5:00,0.704778862
445,8/12/2002 19:00,0.705639831
446,8/13/2002 5:00,0.706855316
447,8/13/2002 19:00,0.707614995
448,8/14/2002 5:00,0.708627899
449,8/14/2002 19:00,0.709438222
450,8/15/2002 5:00,0.710552417
451,8/15/2002 19:00,0.711210805
452,8/16/2002 5:00,0.712071774
453,8/16/2002 19:00,0.712679516
454,8/17/2002 5:00,0.713439195
455,8/17/2002 19:00,0.713844356
456,8/18/2002 5:00,0.714452099
457,8/18/2002 19:00,0.714604035
458,8/19/2002 5:30,0.71465468
459,8/19/2002 19:00,0.714401454
460,8/20/2002 5:30,0.714046937
461,8/20/2002 19:00,0.713743066
462,8/21/2002 5:30,0.71338855
463,8/21/2002 19:00,0.713084678
464,8/22/2002 5:30,0.712730162
465,8/22/2002 18:30,0.712578226
466,8/23/2002 5:30,0.71242629
467,8/23/2002 18:30,0.712375645
468,8/24/2002 5:30,0.712375645
469,8/24/2002 18:30,0.71242629
470,8/25/2002 5:30,0.712527581
471,8/25/2002 18:30,0.712831452
472,8/26/2002 5:30,0.713236614
473,8/26/2002 18:30,0.713287259
474,8/27/2002 5:30,0.71338855
475,8/27/2002 18:30,0.713135323
476,8/28/2002 5:30,0.712882097
477,8/28/2002 18:30,0.712882097
478,8/29/2002 5:30,0.712932743
479,8/29/2002 18:30,0.713185969
480,8/30/2002 5:30,0.71348984
481,8/30/2002 18:30,0.713692421
482,8/31/2002 5:30,0.713945647
483,8/31/2002 18:30,0.714300163
484,9/1/2002 5:30,0.71475597
485,9/1/2002 18:30,0.715211777
486,9/2/2002 5:30,0.715768875
487,9/2/2002 18:30,0.71592081
488,9/3/2002 5:30,0.716022101
489,9/3/2002 18:30,0.71581952
490,9/4/2002 5:30,0.715515649
491,9/4/2002 18:30,0.715211777
492,9/5/2002 5:30,0.714857261
493,9/5/2002 18:30,0.71455339
494,9/6/2002 5:30,0.714198873
495,9/6/2002 18:30,0.713945647
496,9/7/2002 5:30,0.71359113
497,9/7/2002 18:30,0.713287259
498,9/8/2002 5:30,0.712932743
499,9/8/2002 18:30,0.712628871
500,9/9/2002 5:30,0.712274355
501,9/9/2002 18:30,0.711970483
502,9/10/2002 5:30,0.711615967
503,9/10/2002 18:30,0.711312096
504,9/11/2002 5:30,0.710957579
505,9/11/2002 18:30,0.710805643
506,9/12/2002 6:00,0.710653708
507,9/12/2002 18:30,0.710957579
508,9/13/2002 6:00,0.711362741
509,9/13/2002 18:30,0.712122419
510,9/14/2002 6:00,0.712983388
511,9/14/2002 18:30,0.713895002
512,9/15/2002 6:00,0.714857261
513,9/15/2002 18:00,0.715971456
514,9/16/2002 6:00,0.71708565
515,9/16/2002 18:00,0.718554362
516,9/17/2002 6:00,0.719972428
517,9/17/2002 18:00,0.721339849
518,9/18/2002 6:00,0.72270727
519,9/18/2002 18:00,0.724024045
520,9/19/2002 6:00,0.725391466
521,9/19/2002 18:00,0.726505661
522,9/20/2002 6:00,0.727670501
523,9/20/2002 18:00,0.728480825
524,9/21/2002 6:00,0.729341793
525,9/21/2002 18:00,0.730253407
526,9/22/2002 6:00,0.731165021
527,9/22/2002 18:00,0.732177926
528,9/23/2002 6:00,0.73319083
529,9/23/2002 18:00,0.734203734
530,9/24/2002 6:00,0.735216639
531,9/24/2002 18:00,0.736432124
532,9/25/2002 6:00,0.737647609
533,9/25/2002 18:00,0.73901503
534,9/26/2002 6:00,0.740382451
535,9/26/2002 18:00,0.741699227
536,9/27/2002 6:00,0.743016002
537,9/27/2002 18:00,0.744079552
538,9/28/2002 6:00,0.745143102
539,9/28/2002 18:00,0.746257296
540,9/29/2002 6:00,0.747371491
541,9/29/2002 18:00,0.748435041
542,9/30/2002 6:00,0.749549236
543,9/30/2002 18:00,0.750612785
544,10/1/2002 6:00,0.75172698
545,10/1/2002 18:00,0.75279053
546,10/2/2002 6:00,0.753854079
547,10/2/2002 18:00,0.754664403
548,10/3/2002 6:00,0.755474726
549,10/3/2002 18:00,0.755829243
550,10/4/2002 6:00,0.756183759
551,10/4/2002 18:00,0.756183759
552,10/5/2002 6:30,0.756183759
553,10/5/2002 18:00,0.755829243
554,10/6/2002 6:30,0.755525371
555,10/6/2002 18:00,0.75512021
556,10/7/2002 6:30,0.754816338
557,10/7/2002 18:00,0.754461822
558,10/8/2002 6:30,0.754157951
559,10/8/2002 17:30,0.75405666
560,10/9/2002 6:30,0.75395537
561,10/9/2002 17:30,0.754259241
562,10/10/2002 6:30,0.754461822
563,10/10/2002 17:30,0.7552215
564,10/11/2002 6:30,0.755829243
565,10/11/2002 17:30,0.756943438
566,10/12/2002 6:30,0.757855051
567,10/12/2002 17:30,0.759222472
568,10/13/2002 6:30,0.00116484
569,10/13/2002 17:30,0.002684197
570,10/14/2002 6:30,0.004051617
571,10/14/2002 17:30,0.005216458
572,10/15/2002 6:30,0.006229362
573,10/15/2002 17:30,0.00698904
574,10/16/2002 6:30,0.007647428
575,10/16/2002 17:30,0.007900654
576,10/17/2002 6:30,0.008204525
577,10/17/2002 17:30,0.008204525
578,10/18/2002 6:30,0.008204525
579,10/18/2002 17:30,0.008204525
580,10/19/2002 6:30,0.008204525
581,10/19/2002 17:30,0.008204525
582,10/20/2002 6:30,0.008204525
583,10/20/2002 17:30,0.008204525
584,10/21/2002 6:30,0.008204525
585,10/21/2002 17:30,0.008204525
586,10/22/2002 6:30,0.008204525
587,10/22/2002 17:30,0.008204525
588,10/23/2002 6:30,0.00815388
589,10/23/2002 17:30,0.00815388
590,10/24/2002 6:30,0.00815388
591,10/24/2002 17:30,0.00815388
592,10/25/2002 6:30,0.00815388
593,10/25/2002 17:30,0.00815388
594,10/26/2002 6:30,0.00815388
595,10/26/2002 17:30,0.00815388
596,10/27/2002 6:30,0.00815388
597,10/27/2002 17:30,0.00815388
598,10/28/2002 7:00,0.00815388
599,10/28/2002 17:30,0.00815388
600,10/29/2002 7:00,0.00815388
601,10/29/2002 17:30,0.00815388
602,10/30/2002 7:00,0.008103235
603,10/30/2002 17:30,0.008103235
604,10/31/2002 7:00,0.008103235
605,10/31/2002 17:30,0.008103235
606,11/1/2002 7:00,0.008103235
607,11/1/2002 17:00,0.008103235
608,11/2/2002 7:00,0.008103235
609,11/2/2002 17:00,0.008103235
610,11/3/2002 7:00,0.008103235
611,11/3/2002 17:00,0.008103235
612,11/4/2002 7:00,0.008103235
613,11/4/2002 17:00,0.008103235
614,11/5/2002 7:00,0.008103235
615,11/5/2002 17:00,0.008103235
616,11/6/2002 7:00,0.00805259
617,11/6/2002 17:00,0.00805259
618,11/7/2002 7:00,0.00805259
619,11/7/2002 17:00,0.00805259
620,11/8/2002 7:00,0.00805259
621,11/8/2002 17:00,0.00805259
622,11/9/2002 7:00,0.00805259
623,11/9/2002 17:00,0.00805259
624,11/10/2002 7:00,0.00805259
625,11/10/2002 17:00,0.00805259
626,11/11/2002 7:00,0.00805259
627,11/11/2002 17:00,0.00805259
628,11/12/2002 7:00,0.00805259
629,11/12/2002 17:00,0.008001945
630,11/13/2002 7:00,0.008001945
631,11/13/2002 17:00,0.008001945
632,11/14/2002 7:00,0.008001945
633,11/14/2002 17:00,0.008001945
634,11/15/2002 7:00,0.008001945
635,11/15/2002 17:00,0.008001945
636,11/16/2002 7:00,0.008001945
637,11/16/2002 17:00,0.008001945
638,11/17/2002 7:00,0.008001945
639,11/17/2002 17:00,0.008001945
640,11/18/2002 7:00,0.008001945
641,11/18/2002 17:00,0.008001945
642,11/19/2002 7:00,0.008001945
643,11/19/2002 17:00,0.007951299
644,11/20/2002 7:00,0.007951299
645,11/20/2002 17:00,0.007951299
646,11/21/2002 7:00,0.007951299
647,11/21/2002 17:00,0.007951299
648,11/22/2002 7:00,0.007951299
649,11/22/2002 17:00,0.007951299
650,11/23/2002 7:00,0.007951299
651,11/23/2002 17:00,0.007951299
652,11/24/2002 7:00,0.007951299
653,11/24/2002 17:00,0.007951299
654,11/25/2002 7:00,0.007951299
655,11/25/2002 17:00,0.007951299
656,11/26/2002 7:30,0.007951299
657,11/26/2002 17:00,0.007900654
658,11/27/2002 7:30,0.007900654
659,11/27/2002 17:00,0.007900654
660,11/28/2002 7:30,0.007900654
661,11/28/2002 17:00,0.007900654
662,11/29/2002 7:30,0.007900654
663,11/29/2002 17:00,0.007900654
664,11/30/2002 7:30,0.007900654
665,11/30/2002 17:00,0.007900654
666,12/1/2002 7:30,0.007900654
667,12/1/2002 16:30,0.007900654
668,12/2/2002 7:30,0.007900654
669,12/2/2002 16:30,0.007900654
670,12/3/2002 7:30,0.007900654
671,12/3/2002 16:30,0.007850009
672,12/4/2002 7:30,0.007850009
673,12/4/2002 16:30,0.007850009
674,12/5/2002 7:30,0.007850009
675,12/5/2002 16:30,0.007850009
676,12/6/2002 7:30,0.007850009
677,12/6/2002 16:30,0.007850009
678,12/7/2002 7:30,0.007850009
679,12/7/2002 16:30,0.007850009
680,12/8/2002 7:30,0.007850009
681,12/8/2002 16:30,0.007850009
682,12/9/2002 7:30,0.007850009
683,12/9/2002 16:30,0.007850009
684,12/10/2002 7:30,0.007850009
685,12/10/2002 16:30,0.007850009
686,12/11/2002 7:30,0.007799364
687,12/11/2002 16:30,0.007799364
688,12/12/2002 7:30,0.007799364
689,12/12/2002 16:30,0.007799364
690,12/13/2002 7:30,0.007799364
691,12/13/2002 16:30,0.007799364
692,12/14/2002 7:30,0.007799364
693,12/14/2002 16:30,0.007799364
694,12/15/2002 7:30,0.007799364
695,12/15/2002 16:30,0.007799364
696,12/16/2002 7:30,0.007799364
697,12/16/2002 16:30,0.007799364
698,12/17/2002 7:30,0.007799364
699,12/17/2002 16:30,0.007799364
700,12/18/2002 7:30,0.007748718
701,12/18/2002 16:30,0.007748718
702,12/19/2002 7:30,0.007748718
703,12/19/2002 16:30,0.007748718
704,12/20/2002 7:30,0.007748718
705,12/20/2002 16:30,0.007748718
706,12/21/2002 7:30,0.007748718
707,12/21/2002 16:30,0.007748718
708,12/22/2002 7:30,0.007748718
709,12/22/2002 16:30,0.007748718
710,12/23/2002 7:30,0.007748718
711,12/23/2002 16:30,0.007748718
712,12/24/2002 7:30,0.007748718
713,12/24/2002 16:30,0.007748718
714,12/25/2002 7:30,0.007698073
715,12/25/2002 16:30,0.007698073
716,12/26/2002 7:30,0.007698073
717,12/26/2002 16:30,0.007698073
718,12/27/2002 7:30,0.007698073
719,12/27/2002 16:30,0.007698073
720,12/28/2002 7:30,0.007698073
721,12/28/2002 16:30,0.007698073
722,12/29/2002 7:30,0.007698073
723,12/29/2002 16:30,0.007698073
724,12/30/2002 7:30,0.007698073
725,12/30/2002 16:30,0.007698073
726,12/31/2002 7:30,0.007698073
727,12/31/2002 16:30,0.007698073
728,1/1/2002 7:30,0.007698073
729,1/1/2002 16:30,0.007647428
0,1/2/2003 7:30,0.007647428
1,1/2/2003 16:30,0.007647428
2,1/3/2003 7:30,0.007647428
3,1/3/2003 16:30,0.007647428
4,1/4/2003 7:30,0.007647428
5,1/4/2003 16:30,0.007647428
6,1/5/2003 7:30,0.007647428
7,1/5/2003 16:30,0.007647428
8,1/6/2003 7:30,0.007647428
9,1/6/2003 16:30,0.007647428
10,1/7/2003 7:30,0.007647428
11,1/7/2003 16:30,0.007647428
12,1/8/2003 7:30,0.007647428
13,1/8/2003 16:30,0.007596783
14,1/9/2003 7:30,0.007596783
15,1/9/2003 16:30,0.007596783
16,1/10/2003 7:30,0.007596783
17,1/10/2003 16:30,0.007596783
18,1/11/2003 7:30,0.007596783
19,1/11/2003 16:30,0.007596783
20,1/12/2003 7:30,0.007596783
21,1/12/2003 16:30,0.007596783
22,1/13/2003 7:30,0.007596783
23,1/13/2003 16:30,0.007596783
24,1/14/2003 7:30,0.007596783
25,1/14/2003 16:30,0.007596783
26,1/15/2003 7:30,0.007596783
27,1/15/2003 17:00,0.007596783
28,1/16/2003 7:30,0.007546138
29,1/16/2003 17:00,0.007546138
30,1/17/2003 7:30,0.007546138
31,1/17/2003 17:00,0.007546138
32,1/18/2003 7:30,0.007546138
33,1/18/2003 17:00,0.007546138
34,1/19/2003 7:30,0.007546138
35,1/19/2003 17:00,0.007546138
36,1/20/2003 7:30,0.007546138
37,1/20/2003 17:00,0.007546138
38,1/21/2003 7:00,0.007546138
39,1/21/2003 17:00,0.007546138
40,1/22/2003 7:00,0.007546138
41,1/22/2003 17:00,0.007546138
42,1/23/2003 7:00,0.007546138
43,1/23/2003 17:00,0.007495492
44,1/24/2003 7:00,0.007495492
45,1/24/2003 17:00,0.007495492
46,1/25/2003 7:00,0.007495492
47,1/25/2003 17:00,0.007495492
48,1/26/2003 7:00,0.007495492
49,1/26/2003 17:00,0.007495492
50,1/27/2003 7:00,0.007495492
51,1/27/2003 17:00,0.007495492
52,1/28/2003 7:00,0.007495492
53,1/28/2003 17:00,0.007495492
54,1/29/2003 7:00,0.007495492
55,1/29/2003 17:00,0.007495492
56,1/30/2003 7:00,0.007495492
57,1/30/2003 17:00,0.007444847
58,1/31/2003 7:00,0.007444847
59,1/31/2003 17:00,0.007444847
60,2/1/2003 7:00,0.007444847
61,2/1/2003 17:00,0.007444847
62,2/2/2003 7:00,0.007444847
63,2/2/2003 17:00,0.007444847
64,2/3/2003 7:00,0.007444847
65,2/3/2003 17:00,0.007444847
66,2/4/2003 7:00,0.007444847
67,2/4/2003 17:00,0.007444847
68,2/5/2003 7:00,0.007444847
69,2/5/2003 17:00,0.007444847
70,2/6/2003 7:00,0.007444847
71,2/6/2003 17:00,0.007444847
72,2/7/2003 7:00,0.007394202
73,2/7/2003 17:00,0.007394202
74,2/8/2003 7:00,0.007394202
75,2/8/2003 17:00,0.007394202
76,2/9/2003 7:00,0.007394202
