,Unnamed: 0,DATE,LAI,NDVI
51,51,1/27/2002 17:00,0,0.051933715
52,52,1/28/2002 7:00,0,0.047733871
53,53,1/28/2002 17:00,0,0.057443558
54,54,1/29/2002 7:00,0,0.048180239
55,55,1/29/2002 17:00,0,0.032556275
56,56,1/30/2002 7:00,0,0.047766717
57,57,1/30/2002 17:00,0,0.028374505
58,58,1/31/2002 7:00,0,0.038434359
59,59,1/31/2002 17:00,0,0.057443558
60,60,2/1/2002 7:00,0,0.05807835
61,61,2/1/2002 17:00,0,0.045288561
62,62,2/2/2002 7:00,0,0.045490347
63,63,2/2/2002 17:00,0,0.059650929
64,64,2/3/2002 7:00,0,0.057443558
65,65,2/3/2002 17:00,0,0.07797664
66,66,2/4/2002 7:00,0,0.062656989
67,67,2/4/2002 17:00,0,0.05807835
68,68,2/5/2002 7:00,0,0.050160718
69,69,2/5/2002 17:00,0,0.042103578
70,70,2/6/2002 7:00,0,0.047733871
71,71,2/6/2002 17:00,0,0.05807835
72,72,2/7/2002 7:00,0,0.05687858
73,73,2/7/2002 17:00,0,0.042103578
74,74,2/8/2002 7:00,0,0.043205504
75,75,2/8/2002 17:00,0,0.054313671
76,76,2/9/2002 7:00,0,0.023547179
77,77,2/9/2002 17:00,0,0.047704523
78,78,2/10/2002 7:00,0,0.039053525
79,79,2/10/2002 17:00,0,0.038410086
80,80,2/11/2002 7:00,0,0.058796808
81,81,2/11/2002 17:00,0,-0.055146329
82,82,2/12/2002 7:00,0,0.021919982
83,83,2/12/2002 17:00,0,0.050343887
84,84,2/13/2002 7:00,0,0.05218967
85,85,2/13/2002 17:00,0,0.059650929
86,86,2/14/2002 7:00,0,0.05687858
87,87,2/14/2002 17:30,0,0.05471284
88,88,2/15/2002 7:00,0,0.050343887
89,89,2/15/2002 17:30,0,0.04539513
90,90,2/16/2002 7:00,0,0.057443558
91,91,2/16/2002 17:30,0,0.048012841
92,92,2/17/2002 7:00,0,0.069499118
93,93,2/17/2002 17:30,0,0.057443558
94,94,2/18/2002 6:30,0,0.031389688
95,95,2/18/2002 17:30,0,-0.000256849
96,96,2/19/2002 6:30,0,0.034049388
97,97,2/19/2002 17:30,0,0.047766717
98,98,2/20/2002 6:30,0,0.034438866
99,99,2/20/2002 17:30,0,0.025160011
100,100,2/21/2002 6:30,0,0.033287924
101,101,2/21/2002 17:30,0,0.04767807
102,102,2/22/2002 6:30,0,0.05687858
103,103,2/22/2002 17:30,0,-0.002076684
104,104,2/23/2002 6:30,0,0.047766717
105,105,2/23/2002 17:30,0,0.057443558
106,106,2/24/2002 6:30,0,0.059650929
107,107,2/24/2002 17:30,0,0.029881738
108,108,2/25/2002 6:30,0,0.061006686
109,109,2/25/2002 17:30,0,0.056232298
110,110,2/26/2002 6:30,0,0.010203549
111,111,2/26/2002 17:30,0,0.042977508
112,112,2/27/2002 6:30,0,0.055662042
113,113,2/27/2002 17:30,0,0.021260975
114,114,2/28/2002 6:30,0,0.034049388
115,115,2/28/2002 17:30,0,0.052474733
116,116,3/1/2002 6:30,0,0.050787171
117,117,3/1/2002 17:30,0,0.05471284
118,118,3/2/2002 6:30,0,0.035209355
119,119,3/2/2002 17:30,0,0.01090116
120,120,3/3/2002 6:30,0,0.040846652
121,121,3/3/2002 17:30,0,0.038410086
122,122,3/4/2002 6:30,0,0.045490347
123,123,3/4/2002 17:30,0,0.090264667
124,124,3/5/2002 6:30,0,0.038875748
125,125,3/5/2002 17:30,0,0.045168372
126,126,3/6/2002 6:30,0,0.052474733
127,127,3/6/2002 17:30,0,0.044875405
128,128,3/7/2002 6:30,0,0.042432656
129,129,3/7/2002 17:30,0,0.058369367
130,130,3/8/2002 6:30,0,0.09146255
131,131,3/8/2002 17:30,0,0.038875748
132,132,3/9/2002 6:30,0,0.050160718
133,133,3/9/2002 17:30,0,0.05315464
134,134,3/10/2002 6:30,0,0.056372573
135,135,3/10/2002 18:00,0,0.061263953
136,136,3/11/2002 6:30,0,0.0455759
137,137,3/11/2002 18:00,0,0.045168372
138,138,3/12/2002 6:30,0,0.062656989
139,139,3/12/2002 18:00,0,0.043761792
140,140,3/13/2002 6:00,0,0.041177719
141,141,3/13/2002 18:00,0,0.061263953
142,142,3/14/2002 6:00,0,0.055662042
143,143,3/14/2002 18:00,0,0.034731731
144,144,3/15/2002 6:00,0,0.071737837
145,145,3/15/2002 18:00,0,0.052794215
146,146,3/16/2002 6:00,0,0.02780445
147,147,3/16/2002 18:00,0,0.044875405
148,148,3/17/2002 6:00,0,0.059674337
149,149,3/17/2002 18:00,0,0.062656989
150,150,3/18/2002 6:00,0,0.028374505
151,151,3/18/2002 18:00,0,0.047704523
152,152,3/19/2002 6:00,0,0.045288561
153,153,3/19/2002 18:00,0,0.023465483
154,154,3/20/2002 6:00,0,0.042721681
155,155,3/20/2002 18:00,0,0.071054901
156,156,3/21/2002 6:00,0,0.049851301
157,157,3/21/2002 18:00,0,0.057443558
158,158,3/22/2002 6:00,0,0.050551011
159,159,3/22/2002 18:00,0,0.045288561
160,160,3/23/2002 6:00,0,0.024716339
161,161,3/23/2002 18:00,0,0.034049388
162,162,3/24/2002 6:00,0,0.047704523
163,163,3/24/2002 18:00,0,0.037540694
164,164,3/25/2002 6:00,0,0.05807835
165,165,3/25/2002 18:00,0,0.035891947
166,166,3/26/2002 6:00,0,0.049997531
167,167,3/26/2002 18:00,0,0.050160718
168,168,3/27/2002 6:00,0,0.054313671
169,169,3/27/2002 18:00,0,0.033287924
170,170,3/28/2002 6:00,0,0.045490347
171,171,3/28/2002 18:00,0,0.049997531
172,172,3/29/2002 6:00,0,0.050160718
173,173,3/29/2002 18:00,0,0.061785359
174,174,3/30/2002 6:00,0,0.04539513
175,175,3/30/2002 18:00,0,0.050160718
176,176,3/31/2002 6:00,0,0.029553669
177,177,3/31/2002 18:00,0,0.034731731
178,178,4/1/2002 6:00,0,0.042721681
179,179,4/1/2002 18:30,0,0.050343887
180,180,4/2/2002 6:00,0,0.050160718
181,181,4/2/2002 18:30,0,0.057443558
182,182,4/3/2002 6:00,0,0.051933715
183,183,4/3/2002 18:30,0,0.055662042
184,184,4/4/2002 6:00,0,0.05471284
185,185,4/4/2002 18:30,0,0.057443558
186,186,4/5/2002 5:30,0,0.035209355
187,187,4/5/2002 18:30,0,0.065849325
188,188,4/6/2002 5:30,0,0.041475836
189,189,4/6/2002 18:30,0,0.034731731
190,190,4/7/2002 5:30,0,0.047704523
191,191,4/7/2002 18:30,0,0.067785269
192,192,4/8/2002 5:30,0,0.045288561
193,193,4/8/2002 18:30,0,0.06040849
194,194,4/9/2002 5:30,0,0.055662042
195,195,4/9/2002 18:30,0,0.034992683
196,196,4/10/2002 5:30,0,0.062656989
197,197,4/10/2002 18:30,0,0.039294433
198,198,4/11/2002 5:30,0,0.065927567
199,199,4/11/2002 18:30,0,0.04539513
200,200,4/12/2002 5:30,0,0.062187546
201,201,4/12/2002 18:30,0,0.032556275
202,202,4/13/2002 5:30,0,0.050160718
203,203,4/13/2002 18:30,0,0.049997531
204,204,4/14/2002 5:30,0,0.062656989
205,205,4/14/2002 18:30,0,0.045490347
206,206,4/15/2002 5:30,0,0.033287924
207,207,4/15/2002 18:30,0,0.061006686
208,208,4/16/2002 5:30,0,0.029881738
209,209,4/16/2002 18:30,0,0.040846652
210,210,4/17/2002 5:30,0,-0.0276616
211,211,4/17/2002 18:30,0,-0.007329496
212,212,4/18/2002 5:30,0,0.052794215
213,213,4/18/2002 18:30,0,0.059100018
214,214,4/19/2002 5:30,0,0.05471284
215,215,4/19/2002 18:30,0,0.037313491
216,216,4/20/2002 5:30,0,0.049851301
217,217,4/20/2002 18:30,0,0.049997531
218,218,4/21/2002 5:30,0,0.064884249
219,219,4/21/2002 18:30,0,0.058796808
220,220,4/22/2002 5:30,0,0.038410086
221,221,4/22/2002 18:30,0,0.034438866
222,222,4/23/2002 5:30,0,0.06475443
223,223,4/23/2002 18:30,0,0.021814031
224,224,4/24/2002 5:30,0,0.045490347
225,225,4/24/2002 18:30,0,0.034992683
226,226,4/25/2002 5:30,0,0.049851301
227,227,4/25/2002 19:00,0,0.064828117
228,228,4/26/2002 5:30,0,0.047704523
229,229,4/26/2002 19:00,0,0.079868258
230,230,4/27/2002 5:30,0,0.055159349
231,231,4/27/2002 19:00,0,0.067173073
232,232,4/28/2002 5:30,0,0.056232298
233,233,4/28/2002 19:00,0,0.023547179
234,234,4/29/2002 5:00,0,0.064828117
235,235,4/29/2002 19:00,0,0.05218967
236,236,4/30/2002 5:00,0,0.040846652
237,237,4/30/2002 19:00,0,-0.150821206
238,238,5/1/2002 5:00,0,0.02780445
239,239,5/1/2002 19:00,0,0.042432656
240,240,5/2/2002 5:00,0,0.042977508
241,241,5/2/2002 19:00,0,0.054579659
242,242,5/3/2002 5:00,0,0.047733871
243,243,5/3/2002 19:00,0,0.052474733
244,244,5/4/2002 5:00,0,0.018328268
245,245,5/4/2002 19:00,0,0.047733871
246,246,5/5/2002 5:00,0,0.037713079
247,247,5/5/2002 19:00,0,0.052474733
248,248,5/6/2002 5:00,0,0.068133706
249,249,5/6/2002 19:00,0,0.061006686
250,250,5/7/2002 5:00,0,0.054313671
251,251,5/7/2002 19:00,0,0.047766717
252,252,5/8/2002 5:00,0,0.055978276
253,253,5/8/2002 19:00,0,0.050343887
254,254,5/9/2002 5:00,0,0.042432656
255,255,5/9/2002 19:00,0,0.07430096
256,256,5/10/2002 5:00,0,0.068133706
257,257,5/10/2002 19:00,0,0.057443558
258,258,5/11/2002 5:00,0,0.05315464
259,259,5/11/2002 19:00,0,-0.02420832
260,260,5/12/2002 5:00,0,0.007993637
261,261,5/12/2002 19:00,0,0.06475443
262,262,5/13/2002 5:00,0,0.036636286
263,263,5/13/2002 19:00,0,0.050160718
264,264,5/14/2002 5:00,0,0.057443558
265,265,5/14/2002 19:00,0,0.058975451
266,266,5/15/2002 5:00,0,0.006939453
267,267,5/15/2002 19:00,0,0.066925657
268,268,5/16/2002 5:00,0,0.057443558
269,269,5/16/2002 19:00,0,0.061263953
270,270,5/17/2002 5:00,0,0.191621431
271,271,5/17/2002 19:00,0,0.047733871
272,272,5/18/2002 5:00,0,0.054313671
273,273,5/18/2002 19:00,0,0.052474733
274,274,5/19/2002 5:00,0,0.058369367
275,275,5/19/2002 19:00,0,0.040061333
276,276,5/20/2002 5:00,0,0.037047401
277,277,5/20/2002 19:00,0,0.05315464
278,278,5/21/2002 5:00,0,0.045288561
279,279,5/21/2002 19:00,0,0.054313671
280,280,5/22/2002 5:00,0,0.049997531
281,281,5/22/2002 19:00,0,0.055159349
282,282,5/23/2002 5:00,0,0.035346603
283,283,5/23/2002 19:00,0,0.011807905
284,284,5/24/2002 5:00,0,0.064013989
285,285,5/24/2002 19:30,0,0.043205504
286,286,5/25/2002 5:00,0,0.055159349
287,287,5/25/2002 19:30,0,0.066925657
288,288,5/26/2002 5:00,0,0.062975366
289,289,5/26/2002 19:30,0,0.05471284
290,290,5/27/2002 5:00,0,0.04539513
291,291,5/27/2002 19:30,0,0.050343887
292,292,5/28/2002 5:00,0,0.037047401
293,293,5/28/2002 19:30,0,0.04767807
294,294,5/29/2002 5:00,0,0.043410051
295,295,5/29/2002 19:30,0,0.016893147
296,296,5/30/2002 4:30,0,0.02398835
297,297,5/30/2002 19:30,0,0.042432656
298,298,5/31/2002 4:30,0,0.047704523
299,299,5/31/2002 19:30,0,0.04539513
300,300,6/1/2002 4:30,0,0.063639173
301,301,6/1/2002 19:30,0,0.045490347
302,302,6/2/2002 4:30,0,0.068133706
303,303,6/2/2002 19:30,0,-0.00608046
304,304,6/3/2002 4:30,0,0.058975451
305,305,6/3/2002 19:30,0,0.036636286
306,306,6/4/2002 4:30,0,0.057443558
307,307,6/4/2002 19:30,0,0.055159349
308,308,6/5/2002 4:30,0,0.069190216
309,309,6/5/2002 19:30,0,0.047845445
310,310,6/6/2002 4:30,0,0.068133706
311,311,6/6/2002 19:30,0,0.037889119
312,312,6/7/2002 4:30,0,-0.062034881
313,313,6/7/2002 19:30,0,0.047893301
314,314,6/8/2002 4:30,0,0.052794215
315,315,6/8/2002 19:30,0,0.057443558
316,316,6/9/2002 4:30,0,0.037047401
317,317,6/9/2002 19:30,0,0.059616696
318,318,6/10/2002 4:30,0,0.068953419
319,319,6/10/2002 19:30,0,0.047733871
320,320,6/11/2002 4:30,0,0.049997531
321,321,6/11/2002 19:30,0,0.052474733
322,322,6/12/2002 4:30,0,0.049997531
323,323,6/12/2002 19:30,0,0.058369367
324,324,6/13/2002 4:30,0,0.040846652
325,325,6/13/2002 19:30,0,0.045490347
326,326,6/14/2002 4:30,0,0.047704523
327,327,6/14/2002 19:30,0,0.05218967
328,328,6/15/2002 4:30,0,0.073894056
329,329,6/15/2002 19:30,0,0.100193884
330,330,6/16/2002 4:30,0,0.018004061
331,331,6/16/2002 19:30,0,0.023547179
332,332,6/17/2002 4:30,0,0.047766717
333,333,6/17/2002 19:30,0,0.045653152
334,334,6/18/2002 4:30,0,0.058369367
335,335,6/18/2002 19:30,0,0.050551011
336,336,6/19/2002 4:30,0,0.006939453
337,337,6/19/2002 19:30,0,0.079910981
338,338,6/20/2002 4:30,0,0.031465061
339,339,6/20/2002 19:30,0,0.050787171
340,340,6/21/2002 4:30,0,0.041177719
341,341,6/21/2002 19:30,0,0.047704523
342,342,6/22/2002 4:30,0.638129755,0.049997531
343,343,6/22/2002 19:30,0.637927174,0.059616696
344,344,6/23/2002 4:30,0.637572657,0.074651023
345,345,6/23/2002 19:30,0.637319431,0.050787171
346,346,6/24/2002 4:30,0.636964915,0.016120027
347,347,6/24/2002 19:30,0.63711685,-0.03413468
348,348,6/25/2002 4:30,0.637370076,0.038875748
349,349,6/25/2002 19:30,0.637876529,0.061006686
350,350,6/26/2002 4:30,0.638636207,0.065927567
351,351,6/26/2002 19:30,0.639547821,0.042977508
352,352,6/27/2002 4:30,0.641016532,0.047733871
353,353,6/27/2002 19:30,0.642383953,0.045288561
354,354,6/28/2002 4:30,0.644662988,0.049997531
355,355,6/28/2002 19:30,0.645979764,0.051933715
356,356,6/29/2002 4:30,0.648106863,0.056372573
357,357,6/29/2002 19:30,0.649423638,0.009174389
358,358,6/30/2002 4:30,0.651550738,0.081980576
359,359,6/30/2002 19:30,0.652664932,0.045168372
360,360,7/1/2002 4:30,0.65448816,0.064828117
361,361,7/1/2002 19:30,0.655349129,0.040061333
362,362,7/2/2002 4:30,0.65671655,0.018328268
363,363,7/2/2002 19:30,0.657172357,0.037313491
364,364,7/3/2002 4:30,0.657830745,0.05687858
365,365,7/3/2002 19:30,0.65798268,0.064828117
366,366,7/4/2002 4:30,0.658185261,0.05807835
367,367,7/4/2002 19:30,0.658083971,0.027340373
368,368,7/5/2002 4:30,0.65798268,0.08659123
369,369,7/5/2002 19:30,0.658033326,0.050160718
370,370,7/6/2002 4:30,0.658235906,0.04767807
371,371,7/6/2002 19:30,0.658489133,0.05471284
372,372,7/7/2002 4:30,0.658995585,0.024552006
373,373,7/7/2002 19:30,0.659653973,0.045031891
374,374,7/8/2002 4:30,0.660818813,0.026421054
375,375,7/8/2002 19:30,0.661679781,0.033962377
376,376,7/9/2002 4:30,0.663199138,0.05807835
377,377,7/9/2002 19:30,0.664161397,0.031465061
378,378,7/10/2002 4:30,0.665832689,0.034731731
379,379,7/10/2002 19:30,0.666693658,0.04539513
380,380,7/11/2002 4:30,0.668111724,-0.03393674
381,381,7/11/2002 19:30,0.669225919,0.041286291
382,382,7/12/2002 4:30,0.671099792,0.040846652
383,383,7/12/2002 19:30,0.672416568,0.188900494
384,384,7/13/2002 4:30,0.674644957,0.047704523
385,385,7/13/2002 19:30,0.675860443,0.05807835
386,386,7/14/2002 4:30,0.677835606,0.025469514
387,387,7/14/2002 19:30,0.678797865,0.033562388
388,388,7/15/2002 4:30,0.680469157,0.043410051
389,389,7/15/2002 19:30,0.681330126,0.021814031
390,390,7/16/2002 4:30,0.682849483,0.043205504
391,391,7/16/2002 19:30,0.683254644,0.077863089
392,392,7/17/2002 4:30,0.683913032,0.05687858
393,393,7/17/2002 19:30,0.683659806,0.047766717
394,394,7/18/2002 5:00,0.68330529,0.052794215
395,395,7/18/2002 19:30,0.683052064,0.045653152
396,396,7/19/2002 5:00,0.682697547,0.078157584
397,397,7/19/2002 19:30,0.682444321,0.045168372
398,398,7/20/2002 5:00,0.682039159,0.036500828
399,399,7/20/2002 19:30,0.681785933,0.021814031
400,400,7/21/2002 5:00,0.681431417,0.054313671
401,401,7/21/2002 19:30,0.68117819,-0.006384528
402,402,7/22/2002 5:00,0.680823674,0.030593699
403,403,7/22/2002 19:30,0.680570448,0.067785269
404,404,7/23/2002 5:00,0.680215931,0.098874121
405,405,7/23/2002 19:30,0.680367867,0.038875748
406,406,7/24/2002 5:00,0.680671738,0.05687858
407,407,7/24/2002 19:00,0.681127545,0.01090116
408,408,7/25/2002 5:00,0.681836578,0.058796808
409,409,7/25/2002 19:00,0.682393676,0.061263953
410,410,7/26/2002 5:00,0.683254644,0.049997531
411,411,7/26/2002 19:00,0.683913032,0.05471284
412,412,7/27/2002 5:00,0.684824646,0.045288561
413,413,7/27/2002 19:00,0.685584325,0.042721681
414,414,7/28/2002 5:00,0.686647874,0.047845445
415,415,7/28/2002 19:00,0.687154326,0.043410051
416,416,7/29/2002 5:00,0.687863359,0.056372573
417,417,7/29/2002 19:00,0.688319166,0.035891947
418,418,7/30/2002 5:00,0.688926909,0.072316488
419,419,7/30/2002 19:00,0.68923078,0.06040849
420,420,7/31/2002 5:00,0.689737232,0.05471284
421,421,7/31/2002 19:00,0.689838523,0.043927359
422,422,8/1/2002 5:00,0.689939813,0.068133706
423,423,8/1/2002 19:00,0.689686587,0.0455759
424,424,8/2/2002 5:00,0.689332071,0.035891947
425,425,8/2/2002 19:00,0.689028199,0.050160718
426,426,8/3/2002 5:00,0.688673683,0.050160718
427,427,8/3/2002 19:00,0.688420457,0.05315464
428,428,8/4/2002 5:00,0.68806594,0.047733871
429,429,8/4/2002 19:00,0.68796465,0.061006686
430,430,8/5/2002 5:00,0.687863359,0.05471284
431,431,8/5/2002 19:00,0.688116585,0.052794215
432,432,8/6/2002 5:00,0.688471102,0.043594518
433,433,8/6/2002 19:00,0.689180135,0.032344321
434,434,8/7/2002 5:00,0.69029433,0.030361643
435,435,8/7/2002 19:00,0.691155299,0.033760605
436,436,8/8/2002 5:00,0.692370784,0.05687858
437,437,8/8/2002 19:00,0.693586269,0.065927567
438,438,8/9/2002 5:00,0.695358852,0.055662042
439,439,8/9/2002 19:00,0.696726273,0.050343887
440,440,8/10/2002 5:00,0.698701436,0.070261997
441,441,8/10/2002 19:00,0.700068857,0.063850412
442,442,8/11/2002 5:00,0.701993375,0.073894056
443,443,8/11/2002 19:00,0.703158215,0.047704523
444,444,8/12/2002 5:00,0.704778862,0.050160718
445,445,8/12/2002 19:00,0.705639831,0.047733871
446,446,8/13/2002 5:00,0.706855316,0.05687858
447,447,8/13/2002 19:00,0.707614995,0.045288561
448,448,8/14/2002 5:00,0.708627899,0.063639173
449,449,8/14/2002 19:00,0.709438222,0.055916691
450,450,8/15/2002 5:00,0.710552417,0.052474733
451,451,8/15/2002 19:00,0.711210805,0.045168372
452,452,8/16/2002 5:00,0.712071774,0.058369367
453,453,8/16/2002 19:00,0.712679516,0.033962377
454,454,8/17/2002 5:00,0.713439195,0.023400124
455,455,8/17/2002 19:00,0.713844356,0.040476953
456,456,8/18/2002 5:00,0.714452099,0.040846652
457,457,8/18/2002 19:00,0.714604035,0.062656989
458,458,8/19/2002 5:30,0.71465468,0.035873913
459,459,8/19/2002 19:00,0.714401454,0.038410086
460,460,8/20/2002 5:30,0.714046937,0.011176392
461,461,8/20/2002 19:00,0.713743066,0.076431663
462,462,8/21/2002 5:30,0.71338855,0.037047401
463,463,8/21/2002 19:00,0.713084678,0.047803621
464,464,8/22/2002 5:30,0.712730162,0.047766717
465,465,8/22/2002 18:30,0.712578226,0.069661173
466,466,8/23/2002 5:30,0.71242629,0.061263953
467,467,8/23/2002 18:30,0.712375645,0.005137203
468,468,8/24/2002 5:30,0.712375645,0.05218967
469,469,8/24/2002 18:30,0.71242629,0.0455759
470,470,8/25/2002 5:30,0.712527581,0.033087989
471,471,8/25/2002 18:30,0.712831452,0.050343887
472,472,8/26/2002 5:30,0.713236614,0.049851301
473,473,8/26/2002 18:30,0.713287259,0.061785359
474,474,8/27/2002 5:30,0.71338855,0.035891947
475,475,8/27/2002 18:30,0.713135323,0.058975451
476,476,8/28/2002 5:30,0.712882097,0.047766717
477,477,8/28/2002 18:30,0.712882097,0.040476953
478,478,8/29/2002 5:30,0.712932743,0.045168372
479,479,8/29/2002 18:30,0.713185969,0.055159349
480,480,8/30/2002 5:30,0.71348984,0.070261997
481,481,8/30/2002 18:30,0.713692421,0.071737837
482,482,8/31/2002 5:30,0.713945647,0.024915059
483,483,8/31/2002 18:30,0.714300163,0.050343887
484,484,9/1/2002 5:30,0.71475597,0.055159349
485,485,9/1/2002 18:30,0.715211777,0.063850412
486,486,9/2/2002 5:30,0.715768875,0.039053525
487,487,9/2/2002 18:30,0.71592081,0.039672871
488,488,9/3/2002 5:30,0.716022101,0.04539513
489,489,9/3/2002 18:30,0.71581952,0.052474733
490,490,9/4/2002 5:30,0.715515649,0.033287924
491,491,9/4/2002 18:30,0.715211777,0.042432656
492,492,9/5/2002 5:30,0.714857261,0.011379101
493,493,9/5/2002 18:30,0.71455339,0.043205504
494,494,9/6/2002 5:30,0.714198873,0.136685033
495,495,9/6/2002 18:30,0.713945647,0.045031891
496,496,9/7/2002 5:30,0.71359113,0.05218967
497,497,9/7/2002 18:30,0.713287259,0.043410051
498,498,9/8/2002 5:30,0.712932743,0.058975451
499,499,9/8/2002 18:30,0.712628871,0.037889119
500,500,9/9/2002 5:30,0.712274355,0.066925657
501,501,9/9/2002 18:30,0.711970483,0.050160718
502,502,9/10/2002 5:30,0.711615967,0.065849325
503,503,9/10/2002 18:30,0.711312096,0.020717809
504,504,9/11/2002 5:30,0.710957579,0.042721681
505,505,9/11/2002 18:30,0.710805643,0.05315464
506,506,9/12/2002 6:00,0.710653708,0.074651023
507,507,9/12/2002 18:30,0.710957579,0.049997531
508,508,9/13/2002 6:00,0.711362741,0.031517767
509,509,9/13/2002 18:30,0.712122419,0.057443558
510,510,9/14/2002 6:00,0.712983388,0.064828117
511,511,9/14/2002 18:30,0.713895002,0.037302261
512,512,9/15/2002 6:00,0.714857261,0.055662042
513,513,9/15/2002 18:00,0.715971456,0.068133706
514,514,9/16/2002 6:00,0.71708565,0.047704523
515,515,9/16/2002 18:00,0.718554362,0.040846652
516,516,9/17/2002 6:00,0.719972428,0.06040849
517,517,9/17/2002 18:00,0.721339849,-0.052665243
518,518,9/18/2002 6:00,0.72270727,0.034438866
519,519,9/18/2002 18:00,0.724024045,0.055159349
520,520,9/19/2002 6:00,0.725391466,0.05687858
521,521,9/19/2002 18:00,0.726505661,0.061785359
522,522,9/20/2002 6:00,0.727670501,0.047845445
523,523,9/20/2002 18:00,0.728480825,0.06475443
524,524,9/21/2002 6:00,0.729341793,0.066031858
525,525,9/21/2002 18:00,0.730253407,0.037889119
526,526,9/22/2002 6:00,0.731165021,0.062975366
527,527,9/22/2002 18:00,0.732177926,0.057443558
528,528,9/23/2002 6:00,0.73319083,0.052794215
529,529,9/23/2002 18:00,0.734203734,0.060306782
530,530,9/24/2002 6:00,0.735216639,0.039294433
531,531,9/24/2002 18:00,0.736432124,0.029553669
532,532,9/25/2002 6:00,0.737647609,0.009174389
533,533,9/25/2002 18:00,0.73901503,0.064828117
534,534,9/26/2002 6:00,0.740382451,0.050343887
535,535,9/26/2002 18:00,0.741699227,0.045168372
536,536,9/27/2002 6:00,0.743016002,0.070278416
537,537,9/27/2002 18:00,0.744079552,0.065927567
538,538,9/28/2002 6:00,0.745143102,0.038410086
539,539,9/28/2002 18:00,0.746257296,0.047803621
540,540,9/29/2002 6:00,0.747371491,0.042721681
541,541,9/29/2002 18:00,0.748435041,0.047733871
542,542,9/30/2002 6:00,0.749549236,0.016120027
543,543,9/30/2002 18:00,0.750612785,0.05807835
544,544,10/1/2002 6:00,0.75172698,0.058369367
545,545,10/1/2002 18:00,0.75279053,0.054313671
546,546,10/2/2002 6:00,0.753854079,0.020504728
547,547,10/2/2002 18:00,0.754664403,0.055159349
548,548,10/3/2002 6:00,0.755474726,0.072316488
549,549,10/3/2002 18:00,0.755829243,0.033287924
550,550,10/4/2002 6:00,0.756183759,0.052794215
551,551,10/4/2002 18:00,0.756183759,0.028374505
552,552,10/5/2002 6:30,0.756183759,0.05807835
553,553,10/5/2002 18:00,0.755829243,0.047704523
554,554,10/6/2002 6:30,0.755525371,0.047766717
555,555,10/6/2002 18:00,0.75512021,0.051933715
556,556,10/7/2002 6:30,0.754816338,0.021814031
557,557,10/7/2002 18:00,0.754461822,0.055159349
558,558,10/8/2002 6:30,0.754157951,0.049851301
559,559,10/8/2002 17:30,0.75405666,0.016893147
560,560,10/9/2002 6:30,0.75395537,0.055159349
561,561,10/9/2002 17:30,0.754259241,0.029881738
562,562,10/10/2002 6:30,0.754461822,0.038875748
563,563,10/10/2002 17:30,0.7552215,0.05807835
564,564,10/11/2002 6:30,0.755829243,0.045288561
565,565,10/11/2002 17:30,0.756943438,0.041177719
566,566,10/12/2002 6:30,0.757855051,0.051933715
